Anio,Mes,Departamento,Municipio,Evento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
2009,03,CUNDINAMARCA,SOACHA,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2002,10,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,200-300,20-25
2010,10,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,200-300,20-25
2013,01,TOLIMA,SAN ANTONIO,INUNDACION,1500-2000,100-200,20-25
2013,03,ARAUCA,TAME,INCENDIO FORESTAL,0-500,0-100,25-30
2009,04,CUNDINAMARCA,GRANADA,INUNDACION,0-500,300-400,25-30
2010,05,META,VILLAVICENCIO,INUNDACION,0-500,600-700,25-30
2012,01,HUILA,LA PLATA,DESLIZAMIENTO,1000-1500,100-200,20-25
2009,08,NORTE DE SANTANDER,SARDINATA,EXPLOSION,0-500,100-200,25-30
2010,11,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2012,03,NARINO,SAPUYES,INUNDACION,3000-3500,100-200,10-15
2000,05,TOLIMA,COYAIMA,INUNDACION,0-500,100-200,25-30
2005,08,CHOCO,RIOSUCIO,VENDAVAL,0-500,200-300,25-30
2010,06,VALLE DEL CAUCA,FLORIDA,TORMENTA ELECTRICA,1000-1500,0-100,20-25
2001,01,CUNDINAMARCA,FUSAGASUGA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2010,08,MAGDALENA,SANTA MARTA,INUNDACION,0-500,100-200,25-30
2011,06,ANTIOQUIA,MEDELLIN,INUNDACION,1000-1500,100-200,20-25
2010,02,HUILA,CAMPOALEGRE,SEQUIA,500-1000,100-200,25-30
2011,05,SANTANDER,CIMITARRA,INUNDACION,0-500,200-300,25-30
2010,12,CAUCA,MERCADERES,INUNDACION,500-1000,100-200,25-30
2010,04,CAQUETA,FLORENCIA,INUNDACION,0-500,400-500,25-30
2011,11,CESAR,AGUACHICA,INUNDACION,0-500,100-200,25-30
2007,02,NORTE DE SANTANDER,SARDINATA,EXPLOSION,0-500,0-100,25-30
2011,12,BOYACA,DUITAMA,INUNDACION,2500-3000,100-200,10-15
2010,05,TOLIMA,HONDA,INUNDACION,0-500,100-200,25-30
2013,06,TOLIMA,HONDA,ACCIDENTE,0-500,0-100,25-30
2000,06,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,200-300,25-30
2012,06,CHOCO,MEDIO SAN JUAN,VENDAVAL,0-500,500-600,25-30
2013,05,CASANARE,TAURAMENA,CRECIENTE SUBITA,0-500,400-500,25-30
2012,11,CAUCA,CAJIBIO,VENDAVAL,1500-2000,300-400,15-20
2013,02,GUAINIA,INIRIDA,INCENDIO FORESTAL,0-500,100-200,25-30
2010,12,NARINO,SAN BERNARDO,DESLIZAMIENTO,2000-2500,200-300,15-20
2012,07,CORDOBA,SAN BERNARDO DEL VIENTO,VENDAVAL,0-500,0-100,25-30
2013,06,TOLIMA,ESPINAL,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2008,05,TOLIMA,SALDANA,INUNDACION,0-500,100-200,25-30
2011,05,NARINO,LA UNION,DESLIZAMIENTO,2000-2500,300-400,15-20
2013,06,CORDOBA,CHIMA,VENDAVAL,1000-1500,200-300,20-25
2012,01,ANTIOQUIA,CAUCASIA,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2013,01,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
2001,05,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,200-300,20-25
2012,02,TOLIMA,MELGAR,INUNDACION,0-500,100-200,25-30
1998,05,BOYACA,GUICAN,AVALANCHA,2500-3000,100-200,10-15
2001,07,NORTE DE SANTANDER,CUCUTA,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
2008,03,NARINO,SAN BERNARDO,AVALANCHA,2000-2500,200-300,15-20
2000,06,NARINO,CONSACA,DESLIZAMIENTO,1000-1500,0-100,20-25
2006,05,CUNDINAMARCA,SOACHA,DESLIZAMIENTO,2500-3000,0-100,10-15
2011,10,VALLE DEL CAUCA,BOLIVAR,SISMO,2000-2500,100-200,15-20
2008,07,CHOCO,QUIBDO,INUNDACION,0-500,800-900,25-30
2003,10,CHOCO,BAHIA SOLANO,INUNDACION,0-500,700-800,25-30
2005,04,CAQUETA,EL DONCELLO,INUNDACION,0-500,400-500,25-30
2006,05,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,300-400,25-30
2012,02,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
2010,12,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2006,10,CALDAS,ANSERMA,INUNDACION,1500-2000,200-300,15-20
2006,05,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2010,12,MAGDALENA,SANTA MARTA,INUNDACION,0-500,100-200,25-30
2008,12,CALDAS,MANIZALES,INCENDIO ESTRUCTURAL,2000-2500,100-200,15-20
2013,02,CALDAS,VITERBO,ACCIDENTE DE TRANSITO,1000-1500,0-100,20-25
2012,02,SANTANDER,BUCARAMANGA,SISMO,1000-1500,0-100,20-25
2013,10,BOLIVAR,CARTAGENA,INUNDACION,0-500,100-200,25-30
2000,03,CHOCO,RIO QUITO,INUNDACION,0-500,400-500,25-30
2013,02,ARAUCA,ARAUCA,INCENDIO FORESTAL,0-500,0-100,25-30
2010,09,SUCRE,MAJAGUAL,INUNDACION,0-500,200-300,25-30
2013,04,QUINDIO,ARMENIA,VENDAVAL,1000-1500,200-300,20-25
2011,04,NORTE DE SANTANDER,CUCUTA,INUNDACION,0-500,200-300,25-30
2012,02,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2012,06,RISARALDA,SANTA ROSA DE CABAL,VENDAVAL,1500-2000,100-200,15-20
2007,07,MAGDALENA,SANTA MARTA,INUNDACION,0-500,0-100,25-30
2010,07,CORDOBA,MONTERIA,INUNDACION,0-500,100-200,25-30
2012,05,CORDOBA,PLANETA RICA,DESLIZAMIENTO,0-500,200-300,25-30
2004,06,SANTANDER,RIONEGRO,INUNDACION,2000-2500,100-200,15-20
2012,11,RISARALDA,PEREIRA,INCENDIO FORESTAL,1000-1500,200-300,20-25
2012,02,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2005,03,CAUCA,CAJIBIO,DESLIZAMIENTO,1500-2000,200-300,15-20
2013,04,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2005,02,SANTANDER,PUERTO WILCHES,INUNDACION,0-500,0-100,25-30
2003,03,LA GUAJIRA,URIBIA,SEQUIA,0-500,0-100,25-30
2002,10,META,VILLAVICENCIO,INUNDACION,0-500,400-500,25-30
2004,08,CHOCO,RIO QUITO,VENDAVAL,0-500,700-800,25-30
2011,12,CUNDINAMARCA,FUQUENE,INUNDACION,2500-3000,0-100,10-15
2012,01,CAUCA,SANTANDER DE QUILICHAO,INUNDACION,1000-1500,100-200,20-25
2013,05,VALLE DEL CAUCA,RESTREPO,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2013,09,TOLIMA,SALDANA,INCENDIO FORESTAL,0-500,100-200,25-30
2013,06,TOLIMA,GUAMO,INUNDACION,0-500,0-100,25-30
2008,03,TOLIMA,IBAGUE,INCENDIO ESTRUCTURAL,500-1000,100-200,25-30
2013,02,NARINO,SAPUYES,SISMO,3000-3500,0-100,10-15
2008,10,LA GUAJIRA,URIBIA,INUNDACION,0-500,100-200,25-30
2010,09,LA GUAJIRA,VILLANUEVA,DESLIZAMIENTO,0-500,200-300,25-30
2009,01,NARINO,PASTO,DESLIZAMIENTO,2500-3000,0-100,10-15
2008,10,CORDOBA,LORICA,INUNDACION,0-500,100-200,25-30
2010,10,ATLANTICO,MANATI,INUNDACION,0-500,100-200,25-30
2000,07,NORTE DE SANTANDER,CUCUTA,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
1998,05,BOYACA,GUICAN,AVALANCHA,2500-3000,100-200,10-15
2007,12,CORDOBA,SAN BERNARDO DEL VIENTO,INUNDACION,0-500,100-200,25-30
2002,03,TOLIMA,GUAMO,INUNDACION,0-500,100-200,25-30
2002,03,BOYACA,BETEITIVA,SEQUIA,2500-3000,0-100,15-20
2013,02,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1000-1500,0-100,20-25
1999,05,ANTIOQUIA,CHIGORODO,INUNDACION,0-500,400-500,25-30
2003,04,SANTANDER,LEBRIJA,INUNDACION,1000-1500,100-200,20-25
2009,04,CAUCA,TOTORO,INUNDACION,3000-3500,0-100,10-15
2004,11,HUILA,VILLAVIEJA,INUNDACION,0-500,100-200,25-30
2005,07,ANTIOQUIA,CHIGORODO,VENDAVAL,0-500,300-400,25-30
2005,11,BOLIVAR,PINILLOS,INUNDACION,0-500,200-300,25-30
2006,05,ANTIOQUIA,RIONEGRO,INUNDACION,2000-2500,200-300,15-20
2002,04,CHOCO,MEDIO SAN JUAN,INUNDACION,0-500,400-500,25-30
2011,11,HUILA,ALTAMIRA,INUNDACION,1000-1500,100-200,20-25
2013,05,NORTE DE SANTANDER,CUCUTA,INUNDACION,0-500,200-300,25-30
2002,10,BOYACA,CHITA,DESLIZAMIENTO,2500-3000,100-200,10-15
2012,05,TOLIMA,VILLAHERMOSA,INUNDACION,2000-2500,200-300,15-20
2013,02,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
2008,10,SANTANDER,PUERTO PARRA,INUNDACION,0-500,300-400,25-30
2008,11,CUNDINAMARCA,ALBAN,INUNDACION,2000-2500,100-200,15-20
2003,01,NORTE DE SANTANDER,PAMPLONA,INCENDIO FORESTAL,2000-2500,0-100,10-15
2010,11,SANTANDER,BUCARAMANGA,INUNDACION,1000-1500,100-200,20-25
2001,10,SANTANDER,RIONEGRO,INUNDACION,2000-2500,200-300,15-20
1999,10,BOYACA,CHISCAS,ACCIDENTE,2000-2500,100-200,15-20
2013,09,BOYACA,PAIPA,INCENDIO FORESTAL,2000-2500,0-100,10-15
2013,05,CESAR,VALLEDUPAR,VENDAVAL,0-500,100-200,25-30
1998,05,VALLE DEL CAUCA,BOLIVAR,INUNDACION,2000-2500,100-200,15-20
2013,02,CALDAS,RIOSUCIO,VENDAVAL,0-500,0-100,25-30
2013,04,TOLIMA,IBAGUE,INCENDIO FORESTAL,500-1000,200-300,20-25
2010,06,HUILA,NEIVA,DESLIZAMIENTO,1500-2000,0-100,15-20
2011,06,SANTANDER,LEBRIJA,DESLIZAMIENTO,1000-1500,0-100,20-25
1999,07,SUCRE,COLOSO,INUNDACION,0-500,100-200,25-30
2006,01,NORTE DE SANTANDER,EL ZULIA,DESLIZAMIENTO,0-500,100-200,25-30
2005,10,HUILA,SANTA MARIA,INUNDACION,1000-1500,100-200,20-25
2010,11,CAQUETA,SAN JOSE DEL FRAGUA,VENDAVAL,0-500,300-400,25-30
2011,11,CUNDINAMARCA,FUQUENE,INUNDACION,2500-3000,100-200,10-15
2004,05,NORTE DE SANTANDER,SARDINATA,INUNDACION,0-500,100-200,25-30
2009,07,ARAUCA,ARAUCA,INUNDACION,0-500,300-400,25-30
2011,09,TOLIMA,ATACO,DESLIZAMIENTO,500-1000,100-200,25-30
2011,09,CASANARE,YOPAL,AVALANCHA,0-500,200-300,25-30
2005,06,ANTIOQUIA,VALDIVIA,DESLIZAMIENTO,1000-1500,400-500,20-25
2012,03,LA GUAJIRA,DIBULLA,INCENDIO FORESTAL,0-500,0-100,25-30
2009,01,ATLANTICO,BARRANQUILLA,VENDAVAL,0-500,0-100,25-30
2000,05,NARINO,TUQUERRES,DESLIZAMIENTO,3000-3500,100-200,10-15
2011,06,RISARALDA,PEREIRA,VENDAVAL,1000-1500,100-200,20-25
2003,01,RISARALDA,PEREIRA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2012,09,CUNDINAMARCA,YACOPI,DESLIZAMIENTO,1000-1500,200-300,20-25
2012,04,HUILA,SAN AGUSTIN,DESLIZAMIENTO,1500-2000,100-200,15-20
2010,12,CUNDINAMARCA,JERUSALEN,INUNDACION,0-500,0-100,25-30
2008,05,CUNDINAMARCA,CHOACHI,SISMO,3000-3500,100-200,5-10
2012,02,CUNDINAMARCA,GACHETA,INCENDIO FORESTAL,1500-2000,0-100,15-20
2011,05,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2011,11,SANTANDER,PUERTO WILCHES,INUNDACION,0-500,200-300,25-30
2001,01,CUNDINAMARCA,TABIO,INCENDIO FORESTAL,2500-3000,0-100,10-15
1998,12,ANTIOQUIA,CONCORDIA,INUNDACION,1500-2000,100-200,15-20
2006,05,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,300-400,25-30
2007,11,LA GUAJIRA,HATONUEVO,INUNDACION,0-500,100-200,25-30
2004,10,RISARALDA,SANTA ROSA DE CABAL,COLAPSO ESTRUCTURAL,1500-2000,200-300,15-20
2005,12,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2002,08,TOLIMA,IBAGUE,INCENDIO FORESTAL,500-1000,0-100,25-30
2007,06,CORDOBA,LORICA,INUNDACION,0-500,100-200,25-30
2013,02,ARAUCA,ARAUCA,INCENDIO FORESTAL,0-500,0-100,25-30
2003,10,VALLE DEL CAUCA,CALI,CONTAMINACION,500-1000,100-200,20-25
2013,08,PUTUMAYO,SAN FRANCISCO,INUNDACION,2000-2500,0-100,10-15
2007,11,NARINO,SAN ANDRES DE TUMACO,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
2011,06,ANTIOQUIA,CALDAS,INUNDACION,1500-2000,200-300,15-20
2013,09,TOLIMA,SAN ANTONIO,INUNDACION,1500-2000,100-200,20-25
2008,09,LA GUAJIRA,URIBIA,VENDAVAL,0-500,0-100,25-30
2001,07,CORDOBA,CIENAGA DE ORO,VENDAVAL,0-500,100-200,25-30
2006,12,QUINDIO,CALARCA,INUNDACION,1000-1500,200-300,20-25
2010,03,TOLIMA,SAN SEBASTIAN DE MARIQUITA,VENDAVAL,500-1000,300-400,20-25
1998,10,ATLANTICO,REPELON,INUNDACION,0-500,100-200,25-30
2011,11,HUILA,GUADALUPE,INUNDACION,2000-2500,100-200,15-20
2010,08,BOLIVAR,EL CARMEN DE BOLIVAR,INUNDACION,0-500,100-200,25-30
2004,04,CAUCA,MERCADERES,VENDAVAL,500-1000,100-200,25-30
1998,06,SANTANDER,CHIMA,INUNDACION,1000-1500,200-300,20-25
2013,04,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,200-300,25-30
2001,06,ATLANTICO,SOLEDAD,VENDAVAL,0-500,0-100,25-30
2013,07,PUTUMAYO,MOCOA,DESLIZAMIENTO,500-1000,400-500,20-25
2013,02,TOLIMA,IBAGUE,DESLIZAMIENTO,500-1000,0-100,25-30
2012,04,CUNDINAMARCA,ALBAN,DESLIZAMIENTO,2000-2500,100-200,15-20
2011,04,BOYACA,TUNJA,DESLIZAMIENTO,2500-3000,0-100,10-15
2006,01,SANTANDER,BARRANCABERMEJA,VENDAVAL,0-500,0-100,25-30
2010,02,SUCRE,COROZAL,SEQUIA,0-500,0-100,25-30
2009,10,CUNDINAMARCA,FUNZA,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2013,03,CUNDINAMARCA,TABIO,INUNDACION,2500-3000,0-100,10-15
2008,02,CALDAS,MANIZALES,VENDAVAL,2000-2500,0-100,15-20
2006,06,TOLIMA,IBAGUE,INUNDACION,500-1000,0-100,25-30
2011,11,HUILA,NEIVA,DESLIZAMIENTO,1500-2000,200-300,15-20
1998,02,BOYACA,LA UVITA,SEQUIA,2500-3000,0-100,10-15
2011,04,VALLE DEL CAUCA,GUADALAJARA DE BUGA,INUNDACION,500-1000,100-200,20-25
2013,03,NARINO,PASTO,DESLIZAMIENTO,2500-3000,100-200,10-15
2013,05,ANTIOQUIA,APARTADO,INUNDACION,0-500,300-400,25-30
2012,11,ATLANTICO,JUAN DE ACOSTA,COLAPSO,0-500,100-200,25-30
2012,01,CAQUETA,SAN VICENTE DEL CAGUAN,INCENDIO FORESTAL,0-500,0-100,25-30
2013,07,PUTUMAYO,VILLAGARZON,INUNDACION,0-500,300-400,20-25
2005,02,BOLIVAR,SAN PABLO,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2004,11,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,0-100,25-30
2012,04,SANTANDER,MOGOTES,INUNDACION,1500-2000,200-300,15-20
2011,06,CUNDINAMARCA,JERUSALEN,INUNDACION,0-500,0-100,25-30
2010,11,VALLE DEL CAUCA,GUADALAJARA DE BUGA,INUNDACION,500-1000,100-200,20-25
2001,05,AMAZONAS,LETICIA,INUNDACION,0-500,300-400,25-30
2009,04,TOLIMA,IBAGUE,INUNDACION,500-1000,200-300,20-25
2002,07,BOYACA,RONDON,DESLIZAMIENTO,2000-2500,200-300,15-20
2011,11,SANTANDER,SABANA DE TORRES,INUNDACION,0-500,200-300,25-30
2002,01,BOYACA,DUITAMA,INCENDIO FORESTAL,2500-3000,100-200,10-15
2013,01,META,PUERTO LOPEZ,INCENDIO FORESTAL,0-500,0-100,25-30
2013,10,BOYACA,BUENAVISTA,INCENDIO FORESTAL,2000-2500,200-300,15-20
2010,04,TOLIMA,ESPINAL,VENDAVAL,0-500,200-300,25-30
2006,05,VALLE DEL CAUCA,CALI,INUNDACION,500-1000,100-200,25-30
2000,03,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1000-1500,100-200,20-25
2011,04,VALLE DEL CAUCA,CALI,INUNDACION,500-1000,100-200,25-30
2009,09,NORTE DE SANTANDER,TIBU,VENDAVAL,0-500,200-300,25-30
2004,10,CORDOBA,MONTERIA,INUNDACION,0-500,100-200,25-30
2013,07,CESAR,BECERRIL,INUNDACION,0-500,100-200,25-30
2013,05,ATLANTICO,BARRANQUILLA,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2012,07,HUILA,IQUIRA,INCENDIO FORESTAL,1000-1500,0-100,20-25
2010,12,CAUCA,PUERTO TEJADA,INUNDACION,1000-1500,100-200,20-25
2009,11,ANTIOQUIA,MEDELLIN,INUNDACION,1000-1500,100-200,20-25
2008,05,PUTUMAYO,PUERTO LEGUIZAMO,INUNDACION,0-500,300-400,25-30
2005,10,CAUCA,LA SIERRA,DESLIZAMIENTO,1500-2000,300-400,15-20
2012,02,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
2012,11,QUINDIO,CALARCA,VENDAVAL,1000-1500,300-400,15-20
2008,12,ANTIOQUIA,FRONTINO,INUNDACION,1000-1500,100-200,15-20
2008,10,LA GUAJIRA,FONSECA,INUNDACION,0-500,100-200,25-30
2013,07,PUTUMAYO,MOCOA,INUNDACION,500-1000,400-500,20-25
2001,04,RISARALDA,SANTA ROSA DE CABAL,VENDAVAL,1500-2000,200-300,15-20
2010,02,QUINDIO,ARMENIA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2002,06,PUTUMAYO,SAN FRANCISCO,VENDAVAL,2000-2500,0-100,10-15
2012,06,RISARALDA,PUEBLO RICO,INCENDIO ESTRUCTURAL,1500-2000,100-200,15-20
2008,11,SANTANDER,BARRANCABERMEJA,DESLIZAMIENTO,0-500,300-400,25-30
2012,08,CHOCO,BAHIA SOLANO,INUNDACION,0-500,500-600,25-30
2013,09,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,2000-2500,0-100,15-20
2012,04,BOYACA,RAMIRIQUI,INUNDACION,2000-2500,0-100,15-20
2010,05,NORTE DE SANTANDER,OCANA,INUNDACION,1000-1500,100-200,20-25
2013,03,BOLIVAR,CARTAGENA,DESLIZAMIENTO,0-500,0-100,25-30
2005,10,CAUCA,ARGELIA,VENDAVAL,1500-2000,100-200,20-25
2012,01,CAUCA,SANTANDER DE QUILICHAO,INUNDACION,1000-1500,100-200,20-25
2010,01,META,PUERTO RICO,INCENDIO FORESTAL,0-500,100-200,25-30
2008,10,PUTUMAYO,MOCOA,INUNDACION,500-1000,200-300,20-25
2013,02,SANTANDER,MOGOTES,INCENDIO FORESTAL,1500-2000,100-200,15-20
2008,07,CHOCO,MEDIO SAN JUAN,VENDAVAL,0-500,500-600,25-30
2012,04,QUINDIO,ARMENIA,INCENDIO ESTRUCTURAL,1000-1500,200-300,20-25
2013,04,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,200-300,25-30
2011,05,NARINO,CONSACA,DESLIZAMIENTO,1000-1500,0-100,15-20
2007,04,ATLANTICO,SOLEDAD,INUNDACION,0-500,0-100,25-30
2012,08,TOLIMA,PURIFICACION,INCENDIO FORESTAL,0-500,0-100,25-30
2007,01,CORDOBA,MONTELIBANO,INUNDACION,0-500,0-100,25-30
2006,11,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,500-1000,100-200,20-25
2011,04,ANTIOQUIA,FRONTINO,DESLIZAMIENTO,1000-1500,200-300,20-25
2012,06,VALLE DEL CAUCA,EL CERRITO,INUNDACION,2500-3000,0-100,10-15
2005,10,TOLIMA,ATACO,DESLIZAMIENTO,500-1000,300-400,25-30
2013,05,META,VISTAHERMOSA,INUNDACION,0-500,300-400,25-30
2004,08,MAGDALENA,SANTA MARTA,INUNDACION,0-500,100-200,25-30
2005,10,QUINDIO,CALARCA,VENDAVAL,1000-1500,200-300,15-20
2009,07,SUCRE,SAMPUES,VENDAVAL,0-500,100-200,25-30
2003,02,META,VILLAVICENCIO,INCENDIO FORESTAL,0-500,100-200,25-30
2006,04,CAUCA,CAJIBIO,VENDAVAL,1500-2000,200-300,15-20
2005,10,LA GUAJIRA,MANAURE,INUNDACION,0-500,100-200,25-30
2012,07,CASANARE,OROCUE,INUNDACION,0-500,300-400,25-30
1999,07,BOYACA,BETEITIVA,SISMO,2500-3000,0-100,10-15
2013,10,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2009,09,ATLANTICO,REPELON,VENDAVAL,0-500,100-200,25-30
2004,11,BOLIVAR,MONTECRISTO,INUNDACION,0-500,400-500,25-30
2013,03,GUAINIA,INIRIDA,TORMENTA ELECTRICA,0-500,100-200,25-30
2006,05,ANTIOQUIA,JARDIN,DESLIZAMIENTO,2000-2500,300-400,15-20
2008,11,TOLIMA,CHAPARRAL,INUNDACION,1000-1500,300-400,20-25
2013,05,TOLIMA,PRADO,INUNDACION,0-500,100-200,25-30
2009,03,ANTIOQUIA,MEDELLIN,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2012,09,QUINDIO,ARMENIA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2006,03,VALLE DEL CAUCA,GUADALAJARA DE BUGA,INUNDACION,500-1000,100-200,20-25
2012,10,VALLE DEL CAUCA,LA UNION,VENDAVAL,2000-2500,300-400,10-15
2003,11,SANTANDER,ALBANIA,INUNDACION,1500-2000,300-400,15-20
2008,06,CESAR,AGUACHICA,INUNDACION,0-500,100-200,25-30
2004,05,ARAUCA,ARAUCA,INUNDACION,0-500,200-300,25-30
2010,11,BOYACA,TUNJA,DESLIZAMIENTO,2500-3000,0-100,10-15
2012,01,TOLIMA,SAN SEBASTIAN DE MARIQUITA,DESLIZAMIENTO,500-1000,200-300,20-25
2012,03,SANTANDER,GIRON,INCENDIO FORESTAL,500-1000,100-200,25-30
2013,08,HUILA,PALERMO,INCENDIO FORESTAL,0-500,0-100,25-30
2007,04,HUILA,LA PLATA,ERUPCION,1000-1500,100-200,20-25
2013,01,BOYACA,TUNJA,INCENDIO FORESTAL,2500-3000,0-100,10-15
2013,02,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
2011,06,CUNDINAMARCA,ANAPOIMA,VENDAVAL,500-1000,0-100,20-25
2011,04,HUILA,GARZON,VENDAVAL,1000-1500,100-200,20-25
2005,05,ATLANTICO,BARRANQUILLA,INUNDACION,0-500,0-100,25-30
2012,03,NARINO,PASTO,INUNDACION,2500-3000,100-200,10-15
2010,12,CORDOBA,PUERTO ESCONDIDO,INUNDACION,0-500,0-100,25-30
2010,04,ARAUCA,ARAUCA,VENDAVAL,0-500,100-200,25-30
2003,12,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2013,10,CAUCA,PATIA,VENDAVAL,500-1000,200-300,25-30
2013,05,ANTIOQUIA,SAN ROQUE,INUNDACION,500-1000,200-300,20-25
2013,09,ATLANTICO,BARRANQUILLA,VENDAVAL,0-500,100-200,25-30
2004,11,CHOCO,QUIBDO,INUNDACION,0-500,600-700,25-30
2009,04,CAUCA,PUERTO TEJADA,INUNDACION,1000-1500,200-300,20-25
2013,04,NARINO,PASTO,INUNDACION,2500-3000,100-200,10-15
2013,03,CAUCA,BOLIVAR,DESLIZAMIENTO,2000-2500,100-200,15-20
2011,11,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,0-100,25-30
2000,05,SANTANDER,CABRERA,INUNDACION,2000-2500,100-200,15-20
2009,09,CAUCA,LA SIERRA,VENDAVAL,1500-2000,100-200,15-20
2010,10,QUINDIO,ARMENIA,DESLIZAMIENTO,1000-1500,200-300,20-25
2010,07,TOLIMA,IBAGUE,DESLIZAMIENTO,500-1000,0-100,25-30
2012,09,QUINDIO,CALARCA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2006,04,SUCRE,COROZAL,INUNDACION,0-500,0-100,25-30
2005,09,CAQUETA,SAN JOSE DEL FRAGUA,VENDAVAL,0-500,200-300,25-30
2013,07,LA GUAJIRA,RIOHACHA,VENDAVAL,0-500,0-100,25-30
2012,07,NARINO,PASTO,INCENDIO FORESTAL,2500-3000,100-200,10-15
2001,06,CUNDINAMARCA,BOJACA,INCENDIO FORESTAL,2500-3000,0-100,10-15
2012,02,SANTANDER,PUERTO WILCHES,INCENDIO FORESTAL,0-500,0-100,25-30
2012,08,BOYACA,VILLA DE LEYVA,INCENDIO FORESTAL,2000-2500,0-100,15-20
2009,11,CESAR,AGUACHICA,INUNDACION,0-500,100-200,25-30
2013,01,QUINDIO,ARMENIA,VENDAVAL,1000-1500,100-200,20-25
2008,09,MAGDALENA,EL BANCO,INUNDACION,0-500,200-300,25-30
2013,07,SUCRE,MAJAGUAL,VENDAVAL,0-500,300-400,25-30
2013,09,TOLIMA,PURIFICACION,INCENDIO FORESTAL,0-500,100-200,25-30
2010,05,ATLANTICO,BARRANQUILLA,INUNDACION,0-500,0-100,25-30
2001,08,NORTE DE SANTANDER,OCANA,VENDAVAL,1000-1500,100-200,20-25
2013,04,BOYACA,CHISCAS,DESLIZAMIENTO,2000-2500,100-200,15-20
2008,02,VALLE DEL CAUCA,CALI,DESLIZAMIENTO,500-1000,0-100,25-30
1998,06,SANTANDER,PUERTO PARRA,INUNDACION,0-500,200-300,25-30
2010,11,CHOCO,QUIBDO,INUNDACION,0-500,600-700,25-30
1999,10,BOYACA,PUERTO BOYACA,INUNDACION,0-500,200-300,25-30
2007,02,ANTIOQUIA,MEDELLIN,INCENDIO ESTRUCTURAL,1000-1500,0-100,20-25
2008,11,CUNDINAMARCA,PUERTO SALGAR,INUNDACION,0-500,200-300,25-30
2013,07,HUILA,PALERMO,INCENDIO FORESTAL,0-500,0-100,25-30
2012,05,ATLANTICO,JUAN DE ACOSTA,INUNDACION,0-500,0-100,25-30
2002,11,MAGDALENA,SANTA MARTA,INUNDACION,0-500,200-300,25-30
2012,01,HUILA,GARZON,DESLIZAMIENTO,1000-1500,0-100,20-25
2011,06,CUNDINAMARCA,PACHO,INUNDACION,2000-2500,0-100,15-20
2007,11,HUILA,SUAZA,DESLIZAMIENTO,1000-1500,0-100,20-25
2005,10,ANTIOQUIA,BELLO,INCENDIO ESTRUCTURAL,1000-1500,200-300,20-25
