id,Anio,Mes,Departamento,Municipio,Evento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
5289,2010,05,RISARALDA,SANTA ROSA DE CABAL,DESLIZAMIENTO,1500-2000,200-300,15-20
5290,2012,06,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,0-100,20-25
5291,2013,06,TOLIMA,IBAGUE,DESLIZAMIENTO,500-1000,0-100,25-30
5292,2008,10,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,100-200,25-30
5293,2004,06,TOLIMA,IBAGUE,INCENDIO ESTRUCTURAL,500-1000,0-100,25-30
5294,2002,08,CASANARE,VILLANUEVA,INUNDACION,0-500,300-400,20-25
5295,2011,11,QUINDIO,CALARCA,DESLIZAMIENTO,1000-1500,300-400,15-20
5296,2005,11,SANTANDER,CHIMA,INUNDACION,1000-1500,200-300,20-25
5297,2012,11,NARINO,PASTO,INUNDACION,2500-3000,100-200,10-15
5298,2000,01,NARINO,BARBACOAS,INCENDIO ESTRUCTURAL,1000-1500,400-500,20-25
5299,2010,10,CESAR,VALLEDUPAR,INUNDACION,0-500,100-200,25-30
5300,2010,03,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
5301,2013,07,TOLIMA,GUAMO,INCENDIO FORESTAL,0-500,0-100,25-30
5302,2009,05,ANTIOQUIA,VALDIVIA,VENDAVAL,1000-1500,300-400,20-25
5303,1998,11,VALLE DEL CAUCA,TULUA,INUNDACION,2500-3000,100-200,10-15
5304,2013,01,HUILA,PITALITO,INCENDIO FORESTAL,1000-1500,0-100,20-25
5305,2007,03,CAUCA,CAJIBIO,VENDAVAL,1500-2000,200-300,15-20
5306,2013,05,META,VILLAVICENCIO,ACCIDENTE DE TRANSITO,0-500,600-700,25-30
5307,2012,04,NARINO,PASTO,INUNDACION,2500-3000,100-200,10-15
5308,2011,11,HUILA,LA PLATA,INUNDACION,1000-1500,100-200,20-25
5309,2007,11,VALLE DEL CAUCA,TULUA,INUNDACION,2500-3000,100-200,10-15
5310,2012,01,SANTANDER,BARRANCABERMEJA,INCENDIO FORESTAL,0-500,0-100,25-30
5311,2000,03,VALLE DEL CAUCA,SEVILLA,VENDAVAL,1500-2000,200-300,15-20
5312,2009,04,ANTIOQUIA,SAN ROQUE,INUNDACION,500-1000,200-300,20-25
5313,2005,08,BOLIVAR,VILLANUEVA,VENDAVAL,0-500,300-400,20-25
5314,2011,12,HUILA,NEIVA,INUNDACION,1500-2000,100-200,15-20
5315,2008,02,BOLIVAR,MARIA LA BAJA,VENDAVAL,0-500,0-100,25-30
5316,2006,12,SANTANDER,VELEZ,DESLIZAMIENTO,2000-2500,0-100,15-20
5317,2006,05,VALLE DEL CAUCA,PALMIRA,EROSION,1000-1500,100-200,20-25
5318,2009,08,VALLE DEL CAUCA,BOLIVAR,TORMENTA ELECTRICA,2000-2500,0-100,15-20
5319,2009,08,ATLANTICO,SOLEDAD,INUNDACION,0-500,100-200,25-30
5320,2009,03,HUILA,NEIVA,EXPLOSION,1500-2000,200-300,15-20
5321,2012,10,SANTANDER,PINCHOTE,VENDAVAL,500-1000,100-200,20-25
5322,2004,05,META,VILLAVICENCIO,INUNDACION,0-500,600-700,25-30
5323,2001,01,NORTE DE SANTANDER,CACHIRA,INCENDIO FORESTAL,1500-2000,0-100,15-20
5324,2010,02,TOLIMA,VALLE DE SAN JUAN,VENDAVAL,500-1000,0-100,25-30
5325,2013,01,ANTIOQUIA,SAN ROQUE,INCENDIO FORESTAL,500-1000,0-100,20-25
5326,2008,01,ANTIOQUIA,MEDELLIN,INCENDIO ESTRUCTURAL,1000-1500,0-100,20-25
5327,2005,01,CAUCA,CAJIBIO,VENDAVAL,1500-2000,200-300,15-20
5328,2007,05,CESAR,CHIRIGUANA,INUNDACION,0-500,200-300,25-30
5329,2007,07,BOLIVAR,ARJONA,INUNDACION,0-500,100-200,25-30
5330,1999,06,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,200-300,25-30
5331,2005,11,HUILA,NEIVA,INUNDACION,1500-2000,200-300,15-20
5332,2012,04,SANTANDER,CHARALA,INUNDACION,1000-1500,300-400,20-25
5333,2012,06,VALLE DEL CAUCA,BUGALAGRANDE,INUNDACION,1000-1500,0-100,20-25
5334,2006,01,CAUCA,LA SIERRA,DESLIZAMIENTO,1500-2000,200-300,15-20
5335,2005,08,VALLE DEL CAUCA,TULUA,VENDAVAL,2500-3000,0-100,10-15
5336,2011,04,BOYACA,BETEITIVA,DESLIZAMIENTO,2500-3000,0-100,15-20
5337,2009,02,CUNDINAMARCA,SAN FRANCISCO,DESLIZAMIENTO,2000-2500,100-200,10-15
5338,2005,11,NARINO,SAN ANDRES DE TUMACO,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
5339,2008,06,RISARALDA,PEREIRA,INUNDACION,1000-1500,100-200,20-25
5340,2008,09,HUILA,GARZON,INUNDACION,1000-1500,0-100,20-25
5341,2007,12,CAQUETA,SAN VICENTE DEL CAGUAN,DESLIZAMIENTO,0-500,0-100,25-30
5342,2005,11,BOLIVAR,SANTA CATALINA,INUNDACION,0-500,100-200,25-30
5343,2012,05,ATLANTICO,BARRANQUILLA,INUNDACION,0-500,0-100,25-30
5344,2013,03,CALDAS,RIOSUCIO,VENDAVAL,0-500,0-100,25-30
5345,2011,11,NORTE DE SANTANDER,TIBU,INUNDACION,0-500,200-300,25-30
5346,2011,06,CUNDINAMARCA,CABRERA,INUNDACION,2000-2500,0-100,15-20
5347,2010,11,CUNDINAMARCA,PUERTO SALGAR,INUNDACION,0-500,200-300,25-30
5348,2010,11,BOLIVAR,MAGANGUE,INUNDACION,0-500,0-100,25-30
5349,2012,02,BOGOTA DC,BOGOTA DC,CONTAMINACION,2500-3000,0-100,10-15
5350,2010,06,LA GUAJIRA,DIBULLA,TORMENTA ELECTRICA,0-500,100-200,25-30
5351,2010,04,CALDAS,MANIZALES,VENDAVAL,2000-2500,100-200,15-20
5352,2012,02,CUNDINAMARCA,GACHETA,INCENDIO FORESTAL,1500-2000,0-100,15-20
5353,2012,03,MAGDALENA,CIENAGA,INCENDIO FORESTAL,0-500,0-100,25-30
5354,2010,03,HUILA,GUADALUPE,VENDAVAL,2000-2500,100-200,15-20
5355,2012,04,CAUCA,LA SIERRA,INUNDACION,1500-2000,200-300,15-20
5356,2013,03,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,100-200,25-30
5357,2005,08,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
5358,2013,01,ARAUCA,TAME,INCENDIO FORESTAL,0-500,0-100,25-30
5359,2011,11,CALDAS,MANIZALES,DESLIZAMIENTO,2000-2500,100-200,15-20
5360,2011,04,CAQUETA,FLORENCIA,DESLIZAMIENTO,0-500,400-500,25-30
5361,2009,04,HUILA,NEIVA,INUNDACION,1500-2000,100-200,15-20
5362,2013,02,CAUCA,LA SIERRA,SISMO,1500-2000,200-300,15-20
5363,2010,12,NARINO,COLON,INUNDACION,2000-2500,0-100,15-20
5364,2000,03,SANTANDER,BUCARAMANGA,INUNDACION,1000-1500,100-200,20-25
5365,2008,05,VALLE DEL CAUCA,YUMBO,INUNDACION,1500-2000,100-200,20-25
5366,2013,05,TOLIMA,HONDA,DESLIZAMIENTO,0-500,100-200,25-30
5367,2012,02,SANTANDER,BARRANCABERMEJA,INCENDIO FORESTAL,0-500,100-200,25-30
5368,2012,05,SANTANDER,PINCHOTE,INUNDACION,500-1000,100-200,20-25
5369,2008,04,CESAR,AGUACHICA,VENDAVAL,0-500,100-200,25-30
5370,2005,09,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1000-1500,100-200,20-25
5371,2002,07,BOLIVAR,EL CARMEN DE BOLIVAR,VENDAVAL,0-500,0-100,25-30
5372,1999,10,BOLIVAR,PINILLOS,INUNDACION,0-500,300-400,25-30
5373,2002,03,ANTIOQUIA,ANDES,AVALANCHA,1000-1500,100-200,20-25
5374,2012,09,BOYACA,VILLA DE LEYVA,INCENDIO FORESTAL,2000-2500,0-100,15-20
5375,2008,12,HUILA,BARAYA,INUNDACION,1000-1500,0-100,20-25
5376,2012,04,HUILA,GARZON,DESLIZAMIENTO,1000-1500,100-200,20-25
5377,2006,02,SUCRE,MAJAGUAL,INUNDACION,0-500,0-100,25-30
5378,2011,11,TOLIMA,GUAMO,INUNDACION,0-500,100-200,25-30
5379,2004,05,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,0-500,200-300,25-30
5380,2010,11,ANTIOQUIA,SAN RAFAEL,INUNDACION,1000-1500,300-400,20-25
5381,2002,01,CUNDINAMARCA,COGUA,INCENDIO FORESTAL,3000-3500,0-100,10-15
5382,2013,02,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
5383,2010,11,VALLE DEL CAUCA,TULUA,INUNDACION,2500-3000,100-200,10-15
5384,2011,11,NARINO,SAN PABLO,DESLIZAMIENTO,0-500,200-300,25-30
5385,2011,06,CUNDINAMARCA,PANDI,VENDAVAL,500-1000,0-100,20-25
5386,2008,12,ANTIOQUIA,VEGACHI,INUNDACION,500-1000,0-100,20-25
5387,1998,05,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,200-300,20-25
5388,2013,05,TOLIMA,SAN ANTONIO,DESLIZAMIENTO,1500-2000,200-300,20-25
5389,2011,12,TOLIMA,NATAGAIMA,INUNDACION,0-500,100-200,25-30
5390,2009,02,CHOCO,BOJAYA,INUNDACION,0-500,200-300,25-30
5391,2009,08,SANTANDER,BUCARAMANGA,VENDAVAL,1000-1500,0-100,20-25
5392,2013,06,TOLIMA,VILLAHERMOSA,VENDAVAL,2000-2500,100-200,15-20
5393,2006,04,CAUCA,BOLIVAR,INUNDACION,2000-2500,100-200,15-20
5394,2011,11,GUAVIARE,SAN JOSE DEL GUAVIARE,INUNDACION,0-500,200-300,25-30
5395,2013,09,HUILA,PALERMO,INCENDIO FORESTAL,0-500,0-100,25-30
5396,2008,01,CAUCA,PIENDAMO,DESLIZAMIENTO,1500-2000,100-200,15-20
5397,1999,11,SANTANDER,BUCARAMANGA,INUNDACION,1000-1500,100-200,20-25
5398,2008,08,ANTIOQUIA,FRONTINO,VENDAVAL,1000-1500,200-300,20-25
5399,1999,09,CAUCA,PATIA,INUNDACION,500-1000,100-200,25-30
5400,2000,11,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,500-1000,100-200,20-25
5401,2001,01,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
5402,2010,02,CUNDINAMARCA,GUASCA,SEQUIA,2500-3000,0-100,10-15
5403,2013,04,TOLIMA,VILLAHERMOSA,INCENDIO FORESTAL,2000-2500,200-300,15-20
5404,2012,07,CHOCO,LLORO,VENDAVAL,0-500,700-800,25-30
5405,2003,04,VALLE DEL CAUCA,CALI,INUNDACION,500-1000,100-200,25-30
5406,2002,06,BOLIVAR,SAN PABLO,INUNDACION,0-500,200-300,25-30
5407,2006,11,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
5408,2007,11,SANTANDER,LANDAZURI,INUNDACION,1000-1500,200-300,20-25
5409,2012,03,ANTIOQUIA,TURBO,INCENDIO FORESTAL,0-500,0-100,25-30
5410,2008,09,VALLE DEL CAUCA,BUENAVENTURA,CONTAMINACION,0-500,800-900,25-30
5411,2010,04,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
5412,2012,06,CORDOBA,CIENAGA DE ORO,VENDAVAL,0-500,100-200,25-30
5413,2012,09,VALLE DEL CAUCA,BOLIVAR,SISMO,2000-2500,0-100,15-20
5414,2010,12,CHOCO,QUIBDO,DESLIZAMIENTO,0-500,600-700,25-30
5415,2009,01,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,0-100,20-25
5416,2002,07,CORDOBA,AYAPEL,VENDAVAL,0-500,300-400,25-30
5417,2003,04,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
5418,2012,03,ANTIOQUIA,MEDELLIN,INCENDIO FORESTAL,1000-1500,100-200,20-25
5419,2010,09,MAGDALENA,CIENAGA,DESLIZAMIENTO,0-500,100-200,25-30
5420,2012,04,CAQUETA,FLORENCIA,INUNDACION,0-500,400-500,25-30
5421,2005,05,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
5422,2006,05,TOLIMA,HONDA,DESLIZAMIENTO,0-500,100-200,25-30
5423,2005,05,VALLE DEL CAUCA,BUGALAGRANDE,VENDAVAL,1000-1500,100-200,20-25
5424,2013,02,TOLIMA,ATACO,INUNDACION,500-1000,200-300,25-30
5425,2011,04,CHOCO,SAN JOSE DEL PALMAR,VENDAVAL,1000-1500,300-400,20-25
5426,2011,10,CESAR,BECERRIL,INUNDACION,0-500,200-300,25-30
5427,2006,07,NORTE DE SANTANDER,SALAZAR,VENDAVAL,1000-1500,0-100,20-25
5428,2012,04,CHOCO,QUIBDO,INCENDIO ESTRUCTURAL,0-500,700-800,25-30
5429,1998,10,ANTIOQUIA,CHIGORODO,INUNDACION,0-500,400-500,25-30
5430,2013,09,CESAR,VALLEDUPAR,INUNDACION,0-500,100-200,25-30
5431,2012,02,CAQUETA,SAN VICENTE DEL CAGUAN,INCENDIO FORESTAL,0-500,100-200,25-30
5432,2001,11,SANTANDER,LEBRIJA,INUNDACION,1000-1500,100-200,20-25
5433,1999,10,ANTIOQUIA,BELLO,INUNDACION,1000-1500,200-300,20-25
5434,2012,12,CHOCO,BAHIA SOLANO,INUNDACION,0-500,400-500,25-30
5435,2004,11,CESAR,MANAURE,INUNDACION,0-500,0-100,25-30
5436,2011,12,HUILA,VILLAVIEJA,DESLIZAMIENTO,0-500,100-200,25-30
5437,2010,04,TOLIMA,RIOBLANCO,INUNDACION,1000-1500,200-300,20-25
5438,2006,01,TOLIMA,NATAGAIMA,VENDAVAL,0-500,100-200,25-30
5439,2013,05,CORDOBA,LORICA,INUNDACION,0-500,100-200,25-30
5440,2012,07,ANTIOQUIA,BELLO,INCENDIO FORESTAL,1000-1500,100-200,20-25
5441,2009,04,CESAR,BECERRIL,INUNDACION,0-500,100-200,25-30
5442,2013,07,TOLIMA,CHAPARRAL,INCENDIO FORESTAL,1000-1500,0-100,20-25
5443,2009,04,CAUCA,PATIA,INUNDACION,500-1000,100-200,25-30
5444,2001,03,CHOCO,CONDOTO,VENDAVAL,0-500,500-600,25-30
5445,2012,01,CAQUETA,FLORENCIA,VENDAVAL,0-500,100-200,25-30
5446,2004,10,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,100-200,25-30
5447,1999,02,ANTIOQUIA,VENECIA,INUNDACION,1500-2000,100-200,20-25
5448,2004,09,HUILA,PITALITO,INUNDACION,1000-1500,0-100,20-25
5449,2010,05,NARINO,SAN ANDRES DE TUMACO,INUNDACION,0-500,300-400,25-30
5450,2001,02,ANTIOQUIA,BELLO,INCENDIO FORESTAL,1000-1500,0-100,20-25
5451,2012,08,TOLIMA,FLANDES,INCENDIO FORESTAL,0-500,0-100,25-30
5452,2010,01,CAUCA,SAN SEBASTIAN,HELADA,2500-3000,0-100,10-15
5453,1999,06,PUTUMAYO,SAN FRANCISCO,INUNDACION,2000-2500,0-100,10-15
5454,2012,04,ARAUCA,SARAVENA,INUNDACION,0-500,200-300,25-30
5455,2005,09,CAQUETA,BELEN DE LOS ANDAQUIES,VENDAVAL,0-500,200-300,25-30
5456,2002,04,CHOCO,RIOSUCIO,INUNDACION,0-500,100-200,25-30
5457,2005,05,CORDOBA,SAHAGUN,VENDAVAL,0-500,100-200,25-30
5458,2000,05,CESAR,SAN DIEGO,INUNDACION,0-500,200-300,25-30
5459,2011,03,NORTE DE SANTANDER,PAMPLONA,DESLIZAMIENTO,2000-2500,0-100,15-20
5460,2011,07,VALLE DEL CAUCA,SEVILLA,INUNDACION,1500-2000,100-200,15-20
5461,2011,10,CALDAS,VILLAMARIA,DESLIZAMIENTO,4000-4500,100-200,0-5
5462,2013,01,TOLIMA,AMBALEMA,INCENDIO FORESTAL,0-500,0-100,25-30
5463,1999,11,SANTANDER,PUERTO PARRA,INUNDACION,0-500,200-300,25-30
5464,2008,12,ANTIOQUIA,PUERTO BERRIO,INUNDACION,0-500,100-200,25-30
5465,2004,01,BOYACA,VILLA DE LEYVA,INCENDIO FORESTAL,2000-2500,0-100,15-20
5466,2012,04,SANTANDER,PALMAR,DESLIZAMIENTO,500-1000,200-300,25-30
5467,2005,05,CESAR,VALLEDUPAR,INUNDACION,0-500,100-200,25-30
5468,2013,07,TOLIMA,ROVIRA,INCENDIO FORESTAL,2000-2500,100-200,15-20
5469,2012,04,BOYACA,MONIQUIRA,INUNDACION,1500-2000,200-300,15-20
5470,2005,05,ATLANTICO,SOLEDAD,INUNDACION,0-500,100-200,25-30
5471,2010,02,CUNDINAMARCA,FUQUENE,SEQUIA,2500-3000,0-100,10-15
5472,2007,12,CAUCA,MIRANDA,DESLIZAMIENTO,1000-1500,100-200,20-25
5473,2013,09,BOYACA,VILLA DE LEYVA,INCENDIO FORESTAL,2000-2500,0-100,15-20
5474,2004,11,BOYACA,PUERTO BOYACA,INUNDACION,0-500,100-200,25-30
5475,2011,09,CORDOBA,CERETE,VENDAVAL,0-500,100-200,25-30
5476,2013,07,CESAR,PAILITAS,VENDAVAL,0-500,100-200,25-30
5477,2007,02,NARINO,SAN ANDRES DE TUMACO,INCENDIO ESTRUCTURAL,0-500,200-300,25-30
5478,2010,06,LA GUAJIRA,ALBANIA,INUNDACION,1500-2000,100-200,15-20
5479,2009,04,ANTIOQUIA,MEDELLIN,INUNDACION,1000-1500,100-200,20-25
5480,2013,09,CAUCA,SOTARA,INCENDIO FORESTAL,2000-2500,0-100,10-15
5481,2013,05,TOLIMA,CAJAMARCA,ACCIDENTE DE TRANSITO,2000-2500,100-200,15-20
5482,2004,11,BOLIVAR,ARJONA,INUNDACION,0-500,100-200,25-30
5483,2011,12,SUCRE,SAN BENITO ABAD,INUNDACION,0-500,0-100,25-30
5484,1999,05,SANTANDER,CERRITO,DESLIZAMIENTO,2500-3000,100-200,10-15
5485,2013,05,SANTANDER,BARRANCABERMEJA,ACCIDENTE,0-500,300-400,25-30
5486,2008,07,RISARALDA,PEREIRA,VENDAVAL,1000-1500,100-200,20-25
5487,2011,04,CHOCO,QUIBDO,DESLIZAMIENTO,0-500,700-800,25-30
5488,2005,04,NARINO,SAN ANDRES DE TUMACO,INUNDACION,0-500,300-400,25-30
5489,2011,05,CAUCA,CAJIBIO,GRANIZADA,1500-2000,100-200,15-20
5490,2011,10,SANTANDER,RIONEGRO,AVALANCHA,2000-2500,200-300,15-20
5491,2005,04,TOLIMA,HONDA,INUNDACION,0-500,100-200,25-30
5492,2004,11,SUCRE,SAN BENITO ABAD,INUNDACION,0-500,100-200,25-30
5493,2010,10,BOGOTA DC,BOGOTA DC,VENDAVAL,2500-3000,100-200,10-15
5494,2012,10,BOGOTA DC,BOGOTA DC,VENDAVAL,2500-3000,100-200,10-15
5495,2005,03,TOLIMA,ESPINAL,INUNDACION,0-500,100-200,25-30
5496,2011,11,VALLE DEL CAUCA,CALI,DESLIZAMIENTO,500-1000,100-200,20-25
5497,2005,11,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
5498,2001,06,MAGDALENA,PIVIJAY,VENDAVAL,0-500,100-200,25-30
5499,2011,10,ARCHIPIELAGO DE SAN ANDRÉS PROVIDENCIA Y SANTA CATALINA,PROVIDENCIA,INUNDACION,0-500,300-400,25-30
5500,2003,06,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,100-200,20-25
5501,2012,11,CESAR,VALLEDUPAR,DESLIZAMIENTO,0-500,100-200,25-30
5502,2008,10,MAGDALENA,CIENAGA,INUNDACION,0-500,100-200,25-30
5503,1999,03,NARINO,MOSQUERA,INUNDACION,2500-3000,0-100,10-15
5504,2012,07,CHOCO,MEDIO SAN JUAN,INUNDACION,0-500,500-600,25-30
5505,2013,05,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,500-1000,100-200,25-30
5506,2010,07,CORDOBA,MONTELIBANO,INUNDACION,0-500,300-400,25-30
5507,2013,09,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,200-300,25-30
5508,1998,10,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,200-300,20-25
5509,2012,01,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
5510,2005,02,NORTE DE SANTANDER,TIBU,INUNDACION,0-500,0-100,25-30
5511,1999,06,NARINO,BARBACOAS,INUNDACION,1000-1500,300-400,20-25
5512,2007,06,TOLIMA,GUAMO,INUNDACION,0-500,0-100,25-30
5513,2013,08,TOLIMA,ARMERO,INCENDIO FORESTAL,0-500,100-200,25-30
5514,2008,10,CORDOBA,MONTERIA,VENDAVAL,0-500,100-200,25-30
5515,2012,06,CHOCO,MEDIO SAN JUAN,INCENDIO ESTRUCTURAL,0-500,500-600,25-30
5516,2011,06,ANTIOQUIA,SAN FRANCISCO,INCENDIO ESTRUCTURAL,2000-2500,0-100,10-15
5517,2010,05,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
5518,2013,08,GUAINIA,INIRIDA,INCENDIO ESTRUCTURAL,0-500,300-400,25-30
5519,2008,10,CHOCO,CONDOTO,INCENDIO ESTRUCTURAL,0-500,600-700,25-30
5520,2004,06,ANTIOQUIA,CAREPA,INUNDACION,0-500,300-400,25-30
5521,2003,06,VALLE DEL CAUCA,PALMIRA,INCENDIO ESTRUCTURAL,1000-1500,0-100,20-25
5522,2010,04,RISARALDA,PEREIRA,DESLIZAMIENTO,1000-1500,200-300,20-25
5523,2001,01,CUNDINAMARCA,FUSAGASUGA,INCENDIO FORESTAL,1000-1500,100-200,20-25
5524,2003,12,ANTIOQUIA,TURBO,INUNDACION,0-500,100-200,25-30
5525,2012,02,TOLIMA,IBAGUE,TORMENTA ELECTRICA,500-1000,0-100,25-30
5526,2011,09,CHOCO,BOJAYA,INUNDACION,0-500,300-400,25-30
5527,2005,06,SANTANDER,PUERTO WILCHES,VENDAVAL,0-500,300-400,25-30
5528,2011,04,CUNDINAMARCA,SAN CAYETANO,DESLIZAMIENTO,2000-2500,100-200,15-20
5529,2011,05,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
5530,2003,04,CESAR,AGUSTIN CODAZZI,INUNDACION,0-500,100-200,25-30
5531,2013,01,VALLE DEL CAUCA,YUMBO,INCENDIO FORESTAL,1500-2000,0-100,20-25
5532,2012,08,QUINDIO,ARMENIA,VENDAVAL,1000-1500,0-100,20-25
5533,1999,12,HUILA,LA PLATA,INC.ESTRUCTURAL,1000-1500,100-200,20-25
5534,2012,05,GUAVIARE,SAN JOSE DEL GUAVIARE,INUNDACION,0-500,300-400,25-30
5535,2008,06,CORDOBA,MONTELIBANO,INUNDACION,0-500,300-400,25-30
5536,2012,02,CAQUETA,SAN VICENTE DEL CAGUAN,INCENDIO FORESTAL,0-500,100-200,25-30
5537,1998,07,BOLIVAR,EL CARMEN DE BOLIVAR,INUNDACION,0-500,0-100,25-30
5538,2003,11,SANTANDER,ZAPATOCA,INUNDACION,1500-2000,100-200,15-20
5539,2008,11,TOLIMA,SAN SEBASTIAN DE MARIQUITA,INUNDACION,500-1000,500-600,20-25
5540,2010,07,ATLANTICO,SOLEDAD,INUNDACION,0-500,0-100,25-30
5541,2013,02,QUINDIO,ARMENIA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
5542,2011,01,ANTIOQUIA,BELLO,INCENDIO ESTRUCTURAL,1000-1500,0-100,20-25
5543,1998,12,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,0-100,25-30
5544,2009,09,ANTIOQUIA,TAMESIS,VENDAVAL,1000-1500,200-300,20-25
5545,2010,05,BOLIVAR,MAGANGUE,VENDAVAL,0-500,100-200,25-30
5546,1999,03,ANTIOQUIA,BELLO,DESLIZAMIENTO,1000-1500,0-100,20-25
5547,2010,04,TOLIMA,ESPINAL,INUNDACION,0-500,200-300,25-30
5548,2005,11,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,0-100,25-30
5549,2010,03,ANTIOQUIA,NECOCLI,INUNDACION,0-500,0-100,25-30
5550,2012,04,CUNDINAMARCA,TABIO,INUNDACION,2500-3000,0-100,10-15
5551,2010,12,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1000-1500,0-100,20-25
5552,2006,11,CAUCA,FLORENCIA,DESLIZAMIENTO,0-500,200-300,25-30
5553,2012,03,CESAR,VALLEDUPAR,INUNDACION,0-500,0-100,30-35
5554,2008,06,BOGOTA DC,BOGOTA DC,VENDAVAL,2500-3000,0-100,10-15
5555,2011,11,NARINO,LA UNION,DESLIZAMIENTO,2000-2500,200-300,10-15
5556,2012,03,VICHADA,CUMARIBO,INCENDIO FORESTAL,0-500,100-200,25-30
5557,2011,04,RISARALDA,SANTA ROSA DE CABAL,INUNDACION,1500-2000,200-300,15-20
5558,2009,03,CESAR,BECERRIL,VENDAVAL,0-500,0-100,25-30
5559,2010,11,CAUCA,CAJIBIO,INUNDACION,1500-2000,300-400,15-20
5560,2010,12,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,0-500,200-300,25-30
5561,2005,12,SANTANDER,SABANA DE TORRES,DESLIZAMIENTO,0-500,100-200,25-30
5562,2006,04,TOLIMA,AMBALEMA,INUNDACION,0-500,100-200,25-30
5563,1998,11,LA GUAJIRA,FONSECA,INUNDACION,0-500,0-100,25-30
5564,1999,02,HUILA,GARZON,VENDAVAL,1000-1500,0-100,20-25
5565,2012,03,ANTIOQUIA,TURBO,VENDAVAL,0-500,0-100,25-30
5566,2006,11,ATLANTICO,SOLEDAD,INUNDACION,0-500,0-100,25-30
5567,2012,06,NORTE DE SANTANDER,PAMPLONA,INUNDACION,2000-2500,0-100,15-20
5568,2012,12,QUINDIO,ARMENIA,DESLIZAMIENTO,1000-1500,100-200,20-25
5569,2009,02,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
5570,2008,11,BOLIVAR,MAGANGUE,INUNDACION,0-500,0-100,25-30
5571,2013,02,SANTANDER,GIRON,DESLIZAMIENTO,500-1000,0-100,25-30
5572,2009,10,SUCRE,MAJAGUAL,VENDAVAL,0-500,300-400,25-30
5573,2013,02,NORTE DE SANTANDER,CUCUTA,INUNDACION,0-500,100-200,25-30
5574,2010,08,TOLIMA,COYAIMA,VENDAVAL,0-500,0-100,30-35
5575,2002,03,SANTANDER,SURATA,SEQUIA,1500-2000,0-100,15-20
5576,2011,06,META,VILLAVICENCIO,INUNDACION,0-500,500-600,20-25
5577,2002,07,TOLIMA,IBAGUE,INUNDACION,500-1000,0-100,25-30
5578,2008,10,MAGDALENA,SANTA MARTA,INUNDACION,0-500,200-300,25-30
5579,2007,06,CESAR,PAILITAS,INUNDACION,0-500,100-200,25-30
5580,2010,08,CHOCO,QUIBDO,DESLIZAMIENTO,0-500,800-900,25-30
5581,2013,01,ARAUCA,ARAUCA,INCENDIO FORESTAL,0-500,0-100,25-30
5582,2012,11,PUTUMAYO,MOCOA,VENDAVAL,500-1000,200-300,20-25
5583,2013,05,QUINDIO,ARMENIA,DESLIZAMIENTO,1000-1500,200-300,20-25
5584,2012,04,NARINO,ALBAN,DESLIZAMIENTO,2000-2500,100-200,15-20
5585,2012,01,CAQUETA,SAN VICENTE DEL CAGUAN,INCENDIO FORESTAL,0-500,0-100,25-30
5586,2010,05,SANTANDER,CHIMA,DESLIZAMIENTO,1000-1500,300-400,20-25
